fdc_id;name;category;protein;phe;phe_source;fat;carbs;energy
169390;Цветная капуста;Овощи;3,04;108,0;original;0,31;6,28;32,0
169972;Брюссельская капуста;Овощи;3,78;110,0;original;0,41;7,86;41,0
169145;Свекла;Овощи;1,61;46,0;original;0,17;9,56;43,0
169228;Баклажаны;Овощи;0,98;43,0;original;0,18;5,88;25,0
2685578;Помидоры целые;Овощи;0,87;21,7;calculated;0,21;4,29;0,0
2685582;Помидоры пюре;Овощи;1,58;39,5;calculated;0,27;8,04;0,0
2709197;Абрикос;Фрукты;3,39;84,8;calculated;0,51;62,60;241,0
169911;Дыни;Фрукты;0,54;15,0;original;0,14;9,09;36,0
170554;Чиа;Орехи и семена;16,50;1020,0;original;30,70;42,10;486,0
170688;Булгур;Крупы и макароны;12,30;580,0;original;1,33;75,90;342,0
169726;Рис;Крупы и макароны;14,70;721,0;original;1,08;74,90;357,0
169387;Руккола;Овощи;2,58;64,5;calculated;0,66;3,65;25,0
169208;Спаржа;Овощи;3,23;76,0;original;0,23;4,10;24,0
2710824;Авокадо;Овощи;1,81;45,2;calculated;20,30;8,32;0,0
2710838;Рис необогащенный;Крупы и макароны;8,56;256,8;calculated;3,44;76,20;0,0
2710832;Мандарин;Фрукты;1,04;26,0;calculated;0,46;13,40;0,0
2710833;Манго;Фрукты;0,56;14,1;calculated;0,57;15,30;0,0
2710835;Кукурузная мука;Крупы и макароны;7,56;378,0;calculated;4,34;76,70;0,0
2710836;Груша;Фрукты;0,31;7,8;calculated;0,37;14,80;0,0
2709265;Слива;Ягоды;0,70;17,5;calculated;0,28;11,40;46,0
2710839;Сорго;Крупы и макароны;11,20;560,0;calculated;9,26;68,70;0,0
2710840;Мука сорго перловая;Крупы и макароны;10,20;510,0;calculated;3,24;73,50;0,0
2709273;Ежевика;Ягоды;1,39;41,7;calculated;0,49;9,61;43,0
2727584;Лук-порей;Овощи;1,47;36,8;calculated;0,00;0,00;0,0
2727585;Лук зеленый;Овощи;0,67;16,7;calculated;0,00;0,00;0,0
2727586;Лук-шалот;Овощи;1,38;34,5;calculated;0,00;0,00;0,0
171273;Молоко;Молочные продукты;35,50;1710,0;original;0,20;51,80;354,0
2705389;Молоко;Молочные продукты;3,38;135,2;calculated;0,95;5,18;43,0
2705390;Молоко безлактозное;Молочные продукты;3,43;137,2;calculated;0,08;4,92;34,0
2705394;Кефир;Молочные продукты;3,59;143,6;calculated;0,96;7,48;52,0
2705395;Козье молоко;Молочные продукты;3,56;160,2;calculated;4,14;4,45;69,0
171275;Молоко сгущенное;Молочные продукты;7,91;382,0;original;8,70;54,40;321,0
2705403;Молоко немолочное;Молочные продукты;1,14;45,6;calculated;1,60;3,04;31,0
2705411;Рисовое молоко;Молочные продукты;0,28;11,2;calculated;0,97;9,17;47,0
2705413;Кокосовое молоко;Молочные продукты;0,21;9,4;calculated;2,08;2,92;31,0
2705415;Йогурт греческий;Молочные продукты;9,11;364,4;calculated;1,33;10,80;91,0
2705470;Шоколадное молоко;Молочные продукты;3,46;138,4;calculated;1,11;10,20;64,0
2705472;Горячий шоколад/какао;Молочные продукты;1,82;72,8;calculated;1,04;13,90;72,0
2705495;Клубничное молоко;Молочные продукты;3,20;128,0;calculated;2,06;8,54;65,0
2705501;Молоко солодовое;Молочные продукты;3,19;127,6;calculated;2,05;8,64;66,0
171283;Сыворотка;Яйца;12,90;407,0;original;1,07;74,50;353,0
2705587;Какао-порошок;Сладости;19,60;588,0;calculated;13,70;57,90;228,0
2705616;Сметана;Молочные продукты;3,10;155,0;calculated;0,00;15,60;74,0
172207;Сыр;Сыры;15,70;769,0;original;1,00;7,66;105,0
2705705;Сыр блю рокфор;Сыры;21,40;1070,0;calculated;28,70;2,34;353,0
172178;Сыр камамбер;Сыры;19,80;1100,0;original;24,30;0,46;300,0
172177;Сыр бри;Сыры;20,80;1160,0;original;27,70;0,45;334,0
173416;Сыр колби;Сыры;23,80;1250,0;original;32,10;2,57;394,0
173420;Сыр фета;Сыры;14,20;675,0;original;21,50;3,88;265,0
170843;Сыр фонтина;Сыры;25,60;1500,0;original;31,10;1,55;389,0
2705716;Сыр козий;Сыры;21,60;1080,0;calculated;29,80;0,12;364,0
2705717;Сыр гауда эдам;Сыры;24,90;1245,0;calculated;27,40;2,22;356,0
171242;Сыр грюйер;Сыры;29,80;1740,0;original;32,30;0,36;413,0
171243;Сыр лимбургер;Сыры;20,00;1120,0;original;27,20;0,49;327,0
170844;Сыр монтерей;Сыры;24,50;1290,0;original;30,30;0,68;373,0
2705725;Сыр моцарелла;Сыры;31,70;1585,0;calculated;0,00;3,50;141,0
171245;Сыр мюнстер;Сыры;23,40;1240,0;original;30,00;1,12;368,0
170848;Сыр пармезан;Сыры;35,80;1920,0;original;25,00;3,22;392,0
2705732;Сыр порт дю салют;Сыры;24,90;1245,0;calculated;27,40;2,22;356,0
2705739;Сыр чеддер;Сыры;24,40;1220,0;calculated;32,60;1,91;398,0
2705740;Сыр панир;Сыры;15,90;795,0;calculated;15,50;22,50;299,0
2705743;Сыр кесо аньехо;Сыры;21,40;1070,0;calculated;30,00;4,63;373,0
2705744;Сыр асадеро;Сыры;22,10;1105,0;calculated;22,10;2,40;297,0
2705746;Сыр котия;Сыры;23,80;1190,0;calculated;27,20;2,72;351,0
172179;Сыр творорожный;Сыры;11,10;577,0;original;4,30;3,38;98,0
2705750;Сыр рикотта;Сыры;9,60;480,0;calculated;9,46;6,00;148,0
2705755;Сыр Пуэрто-риканский;Сыры;18,90;945,0;calculated;23,40;2,96;298,0
2705769;Сливочный сыр;Сыры;15,70;785,0;calculated;1,00;7,66;105,0
171958;Рыба;Рыба и морепродукты;19,00;742,0;original;0,69;0,00;87,0
2706232;Рыба анчоусы;Рыба и морепродукты;28,90;1445,0;calculated;9,71;0,00;210,0
171952;Рыба карп;Рыба и морепродукты;17,80;696,0;original;5,60;0,00;127,0
2706236;Рыба сом;Рыба и морепродукты;19,30;965,0;calculated;9,80;0,00;171,0
2706242;Рыба треска;Рыба и морепродукты;19,40;970,0;calculated;2,79;0,00;108,0
2706246;Рыба горбыль;Рыба и морепродукты;19,90;995,0;calculated;8,17;7,79;189,0
2706247;Рыба угорь;Рыба и морепродукты;20,60;1030,0;calculated;17,10;7,79;273,0
174196;Рыба камбала;Рыба и морепродукты;12,40;508,0;original;1,93;0,00;70,0
169812;Рыба палтус;Рыба и морепродукты;22,10;885,0;original;2,73;0,00;113,0
2706261;Рыба сельдь;Рыба и морепродукты;20,10;1005,0;calculated;14,30;7,79;245,0
2706265;Рыба скумбрия;Рыба и морепродукты;25,40;1270,0;calculated;12,30;0,00;221,0
2706269;Рыба кефаль;Рыба и морепродукты;21,60;1080,0;calculated;8,82;7,79;202,0
2706296;Рыба окунь;Рыба и морепродукты;23,40;1170,0;calculated;4,80;0,00;143,0
2706276;Рыба щука;Рыба и морепродукты;21,50;1075,0;calculated;5,58;7,79;172,0
2706279;Рыба помпано;Рыба и морепродукты;23,40;1170,0;calculated;14,30;0,00;228,0
167642;Рыба лосось;Рыба и морепродукты;27,30;1140,0;original;5,76;0,00;161,0
2706303;Рыба форель;Рыба и морепродукты;24,80;1240,0;calculated;12,20;0,01;216,0
2706310;Рыба тунец;Рыба и морепродукты;30,30;1515,0;calculated;5,14;0,01;176,0
2706314;Рыба путассу;Рыба и морепродукты;23,20;1160,0;calculated;3,93;0,00;134,0
175176;Рыба тилапия;Рыба и морепродукты;20,10;810,0;original;1,70;0,00;96,0
168148;Лягушачьи лапки;Рыба и морепродукты;16,40;820,0;calculated;0,30;0,00;73,0
2706331;Осьминог;Рыба и морепродукты;13,20;660,0;calculated;13,00;13,40;226,0
2706332;Икра;Рыба и морепродукты;24,60;1230,0;calculated;17,90;4,00;264,0
2706333;Кальмары;Рыба и морепродукты;19,40;970,0;calculated;6,25;3,83;155,0
2706343;Моллюски;Рыба и морепродукты;18,30;915,0;calculated;1,20;4,46;108,0
2706344;Краб;Рыба и морепродукты;17,90;895,0;calculated;0,74;0,00;83,0
2706348;Раки;Рыба и морепродукты;20,20;1010,0;calculated;1,20;0,00;97,0
2706349;Омар;Рыба и морепродукты;20,90;1045,0;calculated;0,95;0,00;97,0
2706355;Устрицы;Рыба и морепродукты;7,67;383,5;calculated;2,68;4,25;74,0
2706366;Креветки;Рыба и морепродукты;51,00;2550,0;calculated;3,40;0,00;250,0
2706368;Эскаргот;Рыба и морепродукты;20,00;1000,0;calculated;6,91;2,48;158,0
2707176;Утиное яйцо;Яйца;12,00;600,0;calculated;18,60;1,36;224,0
2707177;Гусиное яйцо;Яйца;12,90;645,0;calculated;18,10;1,27;224,0
172191;Яйцо перепелиное;Яйца;13,00;737,0;original;11,10;0,41;158,0
2707297;Безе;Молочные продукты;7,17;286,8;calculated;0,04;75,30;324,0
2707347;Бобы;Бобовые;8,34;375,3;calculated;7,08;23,80;189,0
2707485;Миндаль;Орехи и семена;21,00;945,0;calculated;52,50;21,00;598,0
2707486;Миндаль необжаренный;Орехи и семена;21,40;963,0;calculated;51,10;20,00;626,0
2707488;Миндаль слабосоленый;Орехи и семена;20,20;909,0;calculated;53,70;20,30;604,0
2707489;Миндаль несоленый;Орехи и семена;20,30;913,5;calculated;54,00;20,40;607,0
2707492;Бразильские орехи;Орехи и семена;14,30;643,5;calculated;67,10;11,70;659,0
2707493;Кешью;Орехи и семена;15,30;688,5;calculated;46,40;32,70;574,0
2707494;Кешью нежареные;Орехи и семена;15,30;688,5;calculated;46,40;32,70;574,0
2707496;Кешью слабосоленые;Орехи и семена;14,80;666,0;calculated;47,70;31,60;581,0
2707497;Кешью несоленые;Орехи и семена;14,80;666,0;calculated;48,00;31,70;584,0
2707499;Каштаны;Орехи и семена;3,17;142,7;calculated;2,20;53,00;245,0
2707500;Кокос;Орехи и семена;3,33;149,8;calculated;33,50;15,20;354,0
2707502;Фундук;Орехи и семена;15,00;675,0;calculated;60,80;16,70;628,0
2707514;Арахис нежареный;Бобовые;25,80;1161,0;calculated;49,20;16,10;567,0
2707516;Арахис несоленый;Бобовые;28,00;1260,0;calculated;52,50;15,30;599,0
2707518;Арахис слабосоленый;Бобовые;24,20;1089,0;calculated;49,40;21,20;584,0
2707521;Пекан;Орехи и семена;9,96;448,2;calculated;73,30;12,70;750,0
2707522;Пекан нежареный;Орехи и семена;9,96;448,2;calculated;73,30;12,70;750,0
2707524;Пекан несоленый;Орехи и семена;9,66;434,7;calculated;74,10;12,30;754,0
2707526;Кедровые орехи;Орехи и семена;13,70;616,5;calculated;68,40;13,10;673,0
2707527;Фисташки;Орехи и семена;21,00;945,0;calculated;45,80;28,30;572,0
2707529;Фисташки слабосоленые;Орехи и семена;20,30;913,5;calculated;47,20;27,30;579,0
2707530;Фисташки несоленые;Орехи и семена;20,40;918,0;calculated;47,40;27,40;582,0
2707533;Миндальное масло;Орехи и семена;20,70;931,5;calculated;52,70;21,10;641,0
2707536;Масло кешью;Орехи и семена;12,10;544,5;calculated;53,00;30,30;609,0
172469;Арахисовое масло;Орехи и семена;24,10;1180,0;original;49,90;21,60;589,0
2707568;Кокосовое молоко;Молочные продукты;2,29;103,0;calculated;23,80;5,54;230,0
2707571;Кокос;Орехи и семена;1,17;52,6;calculated;16,30;53,20;357,0
2707581;Тыквянные семечки несоленые;Орехи и семена;29,80;1341,0;calculated;49,00;14,70;574,0
2707582;Семечки подсолнечника несоленые;Орехи и семена;19,30;868,5;calculated;49,80;24,10;582,0
2707583;Семечки подсолнечника;Орехи и семена;19,10;859,5;calculated;49,20;23,80;575,0
2707586;Семена Кунжута;Орехи и семена;20,40;918,0;calculated;61,20;11,70;631,0
2707587;Семена Тахини;Орехи и семена;19,70;886,5;calculated;62,40;14,20;697,0
2707588;Семена Льна;Орехи и семена;18,00;810,0;calculated;37,30;34,40;545,0
172687;Хлеб пшеничный;Хлеб и выпечка;13,00;315,0;original;4,27;55,80;313,0
174916;Лаваш;Хлеб и выпечка;9,80;470,0;original;1,71;55,90;262,0
174920;Хлеб ржаной;Хлеб и выпечка;9,10;457,0;original;2,90;40,50;203,0
172679;Хлеб овсяный;Хлеб и выпечка;9,20;450,0;original;4,80;52,70;292,0
2707789;Хлеб ячменный;Хлеб и выпечка;11,70;351,0;calculated;4,98;52,20;301,0
2707791;Хлеб соевый;Хлеб и выпечка;18,00;810,0;calculated;4,22;46,10;293,0
2707801;Бисквит;Хлеб и выпечка;7,08;212,4;calculated;18,90;42,80;370,0
2707811;Кукурузный хлеб;Хлеб и выпечка;6,55;196,5;calculated;9,80;42,90;287,0
2707816;Кукурузная лепешка;Хлеб и выпечка;3,50;105,0;calculated;4,31;39,70;214,0
2708294;Блины;Хлеб и выпечка;7,41;222,3;calculated;12,10;35,30;282,0
175039;Вафли простые;Хлеб и выпечка;7,90;395,0;original;14,10;32,90;291,0
2708336;Тост;Хлеб и выпечка;11,30;339,0;calculated;11,60;30,40;271,0
2708353;Лапша;Крупы и макароны;5,96;178,8;calculated;1,70;29,90;148,0
169742;Рисовая лапша;Крупы и макароны;5,95;317,0;original;0,56;80,20;364,0
2708361;Ячмень;Крупы и макароны;2,20;66,0;calculated;2,74;27,20;139,0
170685;Крупа гречневая;Крупы и макароны;11,70;461,0;original;2,71;75,00;346,0
168874;Киноа;Крупы и макароны;14,10;593,0;original;6,07;64,20;368,0
2708403;Рис;Крупы и макароны;2,67;133,5;calculated;0,28;28,00;129,0
2709164;Клементин;Фрукты;0,81;20,2;calculated;0,31;13,30;53,0
2709165;Грейпфрут;Фрукты;0,77;19,2;calculated;0,14;10,70;42,0
2709167;Кумкват;Фрукты;1,88;47,0;calculated;0,86;15,90;71,0
2709168;Лимон;Фрукты;1,10;27,5;calculated;0,30;9,32;29,0
2709170;Лайм;Фрукты;0,70;17,5;calculated;0,20;10,50;30,0
2709171;Апельсин;Фрукты;0,92;23,0;calculated;0,14;11,80;50,0
2709175;Мандарин;Фрукты;0,81;20,2;calculated;0,31;13,30;53,0
2709196;Яблоко;Фрукты;0,93;23,2;calculated;0,32;65,90;243,0
171719;Вишня;Ягоды;1,06;24,0;original;0,20;16,00;63,0
2709201;Смородина;Ягоды;3,43;85,8;calculated;0,22;77,00;290,0
171722;Клюква;Ягоды;0,46;36,0;original;0,13;12,00;46,0
169910;Манго;Фрукты;0,82;27,0;original;0,38;15,00;60,0
169926;Папайя;Фрукты;0,47;9,0;original;0,26;10,80;43,0
2709207;Персик;Фрукты;3,61;90,2;calculated;0,76;61,30;239,0
2709208;Груша;Фрукты;1,87;46,8;calculated;0,63;69,70;262,0
2709209;Хурма;Фрукты;1,54;38,5;calculated;0,66;96,10;374,0
2709211;Чернослив;Фрукты;2,18;54,5;calculated;0,38;63,90;240,0
2709212;Изюм;Фрукты;3,30;82,5;calculated;0,25;79,30;299,0
2709223;Авокадо;Овощи;2,00;50,0;calculated;14,70;8,53;160,0
2709225;Банан;Фрукты;0,82;20,5;calculated;3,21;32,40;161,0
2709226;Канталупа;Фрукты;0,82;20,5;calculated;0,18;8,16;38,0
2709878;Дыня;Фрукты;0,82;20,5;calculated;2,72;4,19;41,0
171715;Карамбола;Фрукты;1,04;37,0;original;0,33;6,73;31,0
2709234;Драгон фрукт;Овощи;0,68;17,0;calculated;0,21;16,20;68,0
174683;Виноград;Фрукты;0,72;19,0;original;0,16;18,10;69,0
2709238;Гуава;Фрукты;2,55;63,7;calculated;0,95;14,30;68,0
169087;Личи;Фрукты;3,80;95,0;calculated;1,20;70,70;277,0
2709241;Дыня;Фрукты;0,54;13,5;calculated;0,14;9,09;36,0
2709245;Нектарин;Фрукты;1,06;26,5;calculated;0,28;9,18;43,0
2709248;Маракуйя;Фрукты;2,20;55,0;calculated;0,70;23,40;97,0
2709267;Гранат;Фрукты;1,67;41,8;calculated;1,17;18,70;83,0
167758;Ревень;Фрукты;0,90;22,5;calculated;0,20;4,54;21,0
2709269;Тамаринд;Фрукты;2,80;70,0;calculated;0,60;62,50;239,0
167765;Арбуз;Ягоды;0,61;15,0;original;0,15;7,55;30,0
2709766;Артишок;Овощи;2,89;72,2;calculated;0,34;12,00;53,0
170391;Капуста китайская;Овощи;1,56;46,0;original;0,16;1,78;12,0
172232;Базилик;Другое;3,15;130,0;original;0,64;2,65;23,0
2709782;Кинза;Другое;2,13;63,9;calculated;0,52;3,67;23,0
2709783;Кукуруза;Овощи;3,27;81,8;calculated;1,35;18,70;86,0
170416;Петрушка;Овощи;2,97;145,0;original;0,79;6,33;36,0
169276;Редис;Овощи;0,68;36,0;original;0,10;3,40;16,0
2709805;Морские водоросли;Другое;3,51;87,8;calculated;0,49;7,94;41,0
170060;Репа;Овощи;1,53;30,0;original;0,24;4,35;23,0
2709870;Стручковая фасоль;Бобовые;1,45;65,2;calculated;2,71;6,25;50,0
170016;Горох;Бобовые;5,22;192,0;original;0,40;13,60;77,0
2710031;Брокколи;Овощи;2,35;58,8;calculated;0,17;4,54;23,0
2710268;Заменитель сахара;Сладости;0,80;24,0;calculated;0,00;12,00;51,0
2710269;Заменитель сахарин;Сладости;0,94;28,2;calculated;0,00;89,10;360,0
2710349;Шоколадные конфеты;Сладости;12,40;372,0;calculated;43,30;37,70;590,0
2710790;Картофель, приготовленный;Овощи;2,13;53,2;calculated;0,30;17,40;81,0
2710794;Сладкий картофель, приготовленный;Овощи;1,65;41,2;calculated;0,40;18,00;82,0
169813;Лосось;Рыба и морепродукты;60,60;3030,0;calculated;11,40;0,00;345,0
167749;Цедра лимона;Фрукты;1,50;37,5;calculated;0,30;16,00;47,0
168162;Сливы;Фрукты;2,18;52,0;original;0,38;63,90;240,0
167754;Поммело;Фрукты;0,76;19,0;calculated;0,04;9,62;38,0
167763;Тамаринды;Фрукты;2,80;70,0;calculated;0,60;62,50;239,0
167781;Цукаты;Фрукты;0,34;8,5;calculated;0,07;82,70;322,0
173691;Рыба нерка;Рыба и морепродукты;22,20;913,0;original;4,69;0,00;131,0
168046;Рыба кета;Рыба и морепродукты;20,70;840,0;original;3,67;0,00;116,0
168052;Рыба сиг;Яйца;62,40;2340,0;original;13,40;0,00;371,0
168999;Черноплодная рябина;Ягоды;3,04;91,2;calculated;1,69;33,60;162,0
168059;Форель;Рыба и морепродукты;77,30;3865,0;calculated;8,06;0,00;382,0
168163;Айва;Фрукты;0,40;10,0;calculated;0,10;15,30;57,0
