fdc_id;name;category;protein;phe;phe_source;fat;carbs;energy
746782;Молоко цельное, жирностью 3,25%, с добавлением витамина D.;Яйца;3,27;161,0;original;3,20;4,63;60,0
746783;Колбаса, индейка, звенья для завтрака, неострые, сырые;Мясо;16,70;820,0;original;10,40;0,93;169,0
746784;Сахар гранулированный;Сладости;0,00;0,0;empty;0,32;99,60;385,0
746785;Индейка, фарш, 93% постного мяса, 7% жира, обжаренные на сковороде крошки;Мясо;27,10;1355,0;calculated;11,60;0,00;220,0
746952;Ветчина нарезанная ресторанная;Мясо;19,60;980,0;calculated;3,68;2,36;121,0
747429;Сырная, Американская, Ресторанная;Сыры;17,50;875,0;calculated;31,10;6,35;375,0
747430;Фасоль, сухая, средне-красная (0% влажности);Бобовые;25,50;1147,5;calculated;1,04;0,00;0,0
747431;Фасоль, Сухая, Красная (0% влажности);Бобовые;21,30;958,5;calculated;1,16;0,00;0,0
747432;Фасоль сухая, Флор де Майо (0% влажности);Бобовые;23,30;1048,5;calculated;0,86;0,00;0,0
747433;Фасоль, Сухая, Коричневая (0% влажности);Бобовые;25,60;1152,0;calculated;1,12;0,00;0,0
747434;Бобы, Сухие, Желто-коричневые (0% влажности);Бобовые;26,80;1206,0;calculated;1,14;0,00;0,0
747435;Бобы, Сухие, Светло-коричневый (0% влажности);Бобовые;24,60;1107,0;calculated;1,28;0,00;0,0
747436;Фасоль, Сухая, Кариока (0% влажности);Бобовые;25,20;1134,0;calculated;1,44;0,00;0,0
747437;Фасоль, Сухая, Клюква (0% влаги);Бобовые;24,40;1098,0;calculated;1,23;0,00;0,0
747438;Фасоль, сухая, светло-красная почка (0% влаги);Мясо;25,00;1250,0;calculated;1,03;0,00;0,0
747439;Фасоль, Сухая, Розовая (0% влажности);Бобовые;23,40;1053,0;calculated;1,20;0,00;0,0
747440;Фасоль сухая, темно-красная почка (0% влаги);Мясо;25,90;1295,0;calculated;1,31;0,00;0,0
747441;Бобы, Сухие, Темно-синие (0% влажности);Бобовые;24,10;1084,5;calculated;1,51;0,00;0,0
747442;Фасоль сухая мелкая белая (0% влажности);Яйца;24,50;1225,0;calculated;1,32;0,00;0,0
747443;Фасоль сухая, мелкая красная (0% влажности);Бобовые;23,50;1057,5;calculated;1,28;0,00;0,0
747444;Фасоль, Сухая, Черная (0% влажности);Бобовые;24,40;1098,0;calculated;1,45;0,00;0,0
747445;Фасоль Сухая, Пинто (0% влажности);Бобовые;23,70;1066,5;calculated;1,24;0,00;0,0
747446;Фасоль Сухая, Great Northern (0% влажности);Бобовые;24,70;1111,5;calculated;1,24;0,00;0,0
747447;Брокколи, сырая;Овощи;2,57;117,0;original;0,34;6,27;31,0
747693;Кетчуп, ресторан;Овощи;1,11;27,8;calculated;0,55;26,80;117,0
747997;Яйца сорт А, крупные, яичный белок;Яйца;10,70;726,0;original;0,00;2,36;55,0
748236;Яйца, сорт А, крупные, яичный желток;Яйца;16,20;673,0;original;28,80;1,02;334,0
748278;Масло, канола;Другое;0,00;0,0;empty;0,00;0,00;0,0
748323;Масло, кукуруза;Овощи;0,00;0,0;empty;0,00;0,00;0,0
748366;Масло, соевое;Бобовые;0,00;0,0;empty;0,00;0,00;0,0
748608;Масло оливковое, экстра вирджин;Овощи;0,00;0,0;empty;0,00;0,00;0,0
748967;Яйца сорт А, крупные, целое яйцо;Яйца;12,40;660,0;original;9,96;0,96;148,0
749420;Свинина вяленая, бекон, приготовленная, ресторан;Мясо;40,90;2045,0;calculated;36,50;2,10;500,0
789828;Масло сливочное, палочное, несоленое;Яйца;0,00;0,0;empty;81,50;0,00;0,0
789890;Мука пшеничная универсальная, обогащенная, отбеленная.;Крупы и макароны;10,90;327,0;calculated;1,48;77,30;366,0
789951;Мука пшеничная универсальная обогащенная небеленая;Крупы и макароны;13,10;393,0;calculated;1,48;73,20;358,0
790018;Мука пшеничная универсальная необогащенная небеленая;Крупы и макароны;12,00;360,0;calculated;1,70;74,60;362,0
790085;Мука цельнозерновая необогащенная;Крупы и макароны;15,10;453,0;calculated;2,73;71,20;370,0
790146;Мука хлеб хлебная белая обогащенная неотбеленная;Яйца;14,30;715,0;calculated;1,65;72,80;363,0
790214;Мука рисовая белая необогащенная;Яйца;6,94;347,0;calculated;1,30;79,80;359,0
790276;Мука кукурузная желтая, мука тонкого помола, обогащенная;Крупы и макароны;6,20;186,0;calculated;1,74;80,80;364,0
790508;Сливочное масло, палочка, соленая;Яйца;0,00;25,0;original;82,20;0,00;0,0
790577;Лук красный, сырой;Овощи;0,94;23,5;calculated;0,10;9,93;44,0
790646;Лук желтый, сырой;Овощи;0,83;20,8;calculated;0,05;8,61;38,0
1104647;Чеснок, сырой;Овощи;6,62;165,5;calculated;0,38;28,20;143,0
1104705;Мука соевая обезжиренная;Бобовые;51,10;2860,0;original;3,33;32,90;366,0
1104766;Мука соевая, жирная;Бобовые;38,60;2150,0;original;20,70;27,90;452,0
1104812;Мука, ​​рис, коричневый;Крупы и макароны;7,19;215,7;calculated;3,85;75,50;365,0
1104867;Мука рисовая клейкая;Крупы и макароны;6,69;200,7;calculated;1,16;80,10;358,0
1104913;Мука кондитерская необогащенная, неотбеленная;Хлеб и выпечка;8,75;262,5;calculated;1,64;77,20;358,0
1104962;Лук белый, сырой;Яйца;0,89;44,5;calculated;0,13;7,68;35,0
1105073;Бананы перезрелые, сырые;Фрукты;0,73;18,2;calculated;0,22;20,10;85,0
1105314;Бананы спелые и слегка спелые, сырые;Фрукты;0,74;18,5;calculated;0,29;23,00;97,0
1750339;Яблоки красные вкусные, с кожицей, сырые;Фрукты;0,19;4,7;calculated;0,21;14,80;0,0
1750340;Яблоки Фудзи, с кожицей, сырые;Фрукты;0,15;3,7;calculated;0,16;15,70;0,0
1750341;Яблоки гала с кожицей, сырые;Фрукты;0,13;3,3;calculated;0,15;14,80;0,0
1750342;Яблоки Гренни Смит, с кожицей, сырые;Фрукты;0,27;6,7;calculated;0,14;14,10;0,0
1750343;Яблоки медовые, с кожицей, сырые;Фрукты;0,10;2,5;calculated;0,10;14,70;0,0
1750348;Масло, арахисовое;Бобовые;0,00;0,0;empty;0,00;0,00;0,0
1750349;Масло подсолнечное;Орехи и семена;0,00;0,0;empty;0,00;0,00;0,0
1750350;Масло, сафлор;Другое;0,00;0,0;empty;0,00;0,00;0,0
1750351;Масло, оливковое, экстра светлое;Овощи;0,00;0,0;empty;0,00;0,00;0,0
1999626;Гриб, львиная грива;Овощи;2,50;703,0;original;0,26;7,59;0,0
1999627;Гриб, устрица;Рыба и морепродукты;2,90;989,0;original;0,19;6,94;0,0
1999628;Грибы, шиитаке;Овощи;2,41;787,0;original;0,20;8,17;0,0
1999629;Грибы, белая кнопка;Яйца;2,89;1120,0;original;0,37;4,08;0,0
1999630;Молоко соевое, несладкое, простое, длительного хранения.;Бобовые;3,55;175,0;original;2,12;1,29;0,0
1999631;Миндальное молоко, несладкое, простое, длительного хранения.;Орехи и семена;0,56;25,0;calculated;1,22;0,34;0,0
1999632;Шпинат, детка;Овощи;2,85;71,2;calculated;0,62;2,41;0,0
1999633;Шпинат, зрелый;Овощи;2,91;72,8;calculated;0,60;2,64;0,0
1999634;Помидор, Рим;Овощи;0,70;17,4;calculated;0,42;3,84;0,0
2003586;Мука, ​​00;Крупы и макароны;11,40;342,0;calculated;1,52;74,40;0,0
2003587;Мука полбяная цельнозерновая;Крупы и макароны;14,50;435,0;calculated;2,54;70,70;0,0
2003588;Мука манная крупного и полукрупного помола;Крупы и макароны;11,70;351,0;calculated;1,60;73,80;0,0
2003589;Мука, ​​манная крупа, мелкая;Крупы и макароны;13,30;399,0;calculated;1,84;72,00;0,0
2003590;Яблочный сок с добавлением витамина С, из концентрата, длительного хранения.;Фрукты;0,09;2,1;calculated;0,29;11,40;0,0
2003591;Сок апельсиновый, без мякоти, необогащенный, из концентрата, охлажденный;Фрукты;0,73;18,4;calculated;0,33;10,30;0,0
2003592;Сок виноградный, фиолетовый, с добавлением витамина С, из концентрата, длительного хранения.;Фрукты;0,26;6,5;calculated;0,29;15,60;0,0
2003593;Сок виноградный, белый, с добавлением витамина С, из концентрата, длительного хранения.;Яйца;0,09;4,7;calculated;0,27;15,80;0,0
2003594;Сок клюквенный необогащенный из концентрата длительного хранения;Фрукты;0,00;0,0;empty;0,34;7,26;0,0
2003595;Сок грейпфрутовый красный необогащенный неконцентрированный охлажденный;Фрукты;0,57;14,2;calculated;0,27;9,10;0,0
2003596;Сок томатный с добавками, из концентрата, длительного хранения.;Овощи;0,86;21,5;calculated;0,29;4,32;0,0
2003597;Сок апельсиновый, без мякоти, необогащенный, не из концентрата, охлажденный;Фрукты;0,81;20,3;calculated;0,36;10,00;0,0
2003598;Гриб, портабелла;Овощи;2,75;1020,0;original;0,31;4,66;0,0
2003599;Гриб, королевская устрица;Рыба и морепродукты;2,41;743,0;original;0,31;8,50;0,0
2003600;Гриб, эноки;Овощи;2,42;819,0;original;0,24;8,14;0,0
2003601;Гриб, кримини;Овощи;3,09;1240,0;original;0,20;4,01;0,0
2003602;Гриб, майтаке;Овощи;2,20;1620,0;original;0,27;6,60;0,0
2003603;Гриб, бук;Овощи;2,18;671,0;original;0,45;6,76;0,0
2003604;Гриб, пиоппини;Овощи;3,50;1140,0;original;0,24;5,76;0,0
2257044;Соевое молоко, подслащенное, простое, охлажденное;Бобовые;2,78;157,0;original;1,96;3,00;0,0
2257045;Миндальное молоко, несладкое, простое, охлажденное;Орехи и семена;0,66;43,0;original;1,56;0,67;0,0
2257046;Овсяное молоко, несладкое, простое, охлажденное;Растительное молоко;0,80;72,0;original;2,75;5,10;0,0
2258586;Морковь, зрелая, сырая;Овощи;0,94;23,5;calculated;0,35;10,30;0,0
2258587;Морковь, беби, сырая;Овощи;0,81;20,1;calculated;0,14;9,08;0,0
2258588;Перец болгарский, зеленый, сырой;Овощи;0,71;17,9;calculated;0,11;4,78;0,0
2258589;Перец болгарский, желтый, сырой;Овощи;0,82;20,5;calculated;0,12;6,60;0,0
2258590;Перец болгарский, красный, сырой;Овощи;0,90;22,4;calculated;0,13;6,65;0,0
2258591;Перец болгарский, апельсиновый, сырой;Овощи;0,88;22,1;calculated;0,16;6,70;0,0
2259792;Пахта, обезжиренная;Яйца;3,46;173,0;calculated;1,08;4,81;0,0
2259793;Йогурт простой, цельное молоко;Яйца;3,82;191,0;calculated;4,48;5,57;0,0
2259794;Йогурт греческий, простой, цельное молоко;Яйца;8,78;439,0;calculated;4,39;4,75;0,0
2259795;Сыр, пармезан, тертый, охлажденный;Сыры;30,10;1505,0;calculated;29,50;4,33;0,0
2259796;Сыр, фета, цельное молоко, раскрошенный;Сыры;19,70;985,0;calculated;19,10;5,58;0,0
2261420;Мука, ​​миндаль;Орехи и семена;26,20;1179,0;calculated;50,20;16,20;0,0
2261421;Мука овсяная, цельнозерновая;Крупы и макароны;13,20;396,0;calculated;6,31;69,90;0,0
2261422;Мука, ​​картофель;Крупы и макароны;8,11;243,3;calculated;0,95;79,90;0,0
2262072;Арахисовое масло, сливочное;Бобовые;24,00;1500,0;original;49,40;22,70;0,0
2262073;Кунжутное масло, сливочное;Орехи и семена;19,70;1120,0;original;62,40;14,20;0,0
2262074;Миндальное масло, сливочное;Орехи и семена;20,80;1380,0;original;53,00;21,20;0,0
2262075;Семя льна, молотое;Орехи и семена;18,00;1120,0;original;37,30;34,40;0,0
2346384;Творог, жирный, крупный или мелкий творог;Сыры;11,60;580,0;calculated;4,22;4,60;0,0
2346385;Сливочный сыр, жирный, блочный;Сыры;5,79;289,5;calculated;33,50;4,56;0,0
2346386;Кремовый, тяжелый;Яйца;2,02;101,0;calculated;35,60;3,80;0,0
2346387;Сливки, кислые, жирные;Яйца;3,07;153,5;calculated;18,00;5,56;0,0
2346388;Салат айсберг, сырой;Овощи;0,74;18,6;calculated;0,07;3,37;0,0
2346389;Салат-латук, ромэн, зеленый, сырой;Овощи;0,98;24,4;calculated;0,07;4,06;0,0
2346390;Салат, лист, красный, сырой;Овощи;0,88;22,1;calculated;0,11;3,26;0,0
2346391;Салат, лист, зеленый, сырой;Овощи;1,09;27,3;calculated;0,16;4,07;0,0
2346392;Орехи, кедровые орехи, сырые;Орехи и семена;15,70;593,0;original;61,30;18,60;0,0
2346393;Орехи, миндаль, цельные, сырые;Орехи и семена;21,50;1200,0;original;51,10;20,00;0,0
2346394;Орехи, грецкие, английские, половинки, сырые;Орехи и семена;14,60;607,0;original;69,70;10,90;0,0
2346395;Орехи пекан, половинки, сырые;Орехи и семена;9,96;462,0;original;73,30;12,70;0,0
2346396;Овес цельнозерновой, плющеный, старомодный;Хлеб и выпечка;13,50;405,0;calculated;5,89;68,70;0,0
2346397;Овес цельнозерновой, стальной срез;Крупы и макароны;12,50;375,0;calculated;5,80;69,80;0,0
2346398;Ананас, сырой;Фрукты;0,46;11,5;calculated;0,21;14,10;0,0
2346399;Вишня сладкая, темно-красная, сырая;Фрукты;1,04;26,0;calculated;0,19;16,20;0,0
2346400;Фасоль зеленая, сырая;Бобовые;1,97;88,7;calculated;0,28;7,41;0,0
2346401;Картофель красновато-коричневый, без кожицы, сырой;Овощи;2,27;56,8;calculated;0,36;17,80;0,0
2346402;Картофель красный, без кожицы, сырой;Овощи;2,06;51,5;calculated;0,25;16,30;0,0
2346403;Картофель золотой, без кожицы, сырой;Овощи;1,81;45,2;calculated;0,26;16,00;0,0
2346404;Сладкий картофель, мякоть оранжевая, без кожицы, сырой;Овощи;1,58;39,5;calculated;0,38;17,30;0,0
2346405;Сельдерей, сырой;Овощи;0,49;12,3;calculated;0,16;3,32;0,0
2346406;Огурец с кожурой, сырой;Овощи;0,62;15,6;calculated;0,18;2,95;0,0
2346407;Капуста зеленая, сырая;Овощи;0,96;24,0;calculated;0,23;6,38;0,0
2346408;Капуста красная, сырая;Овощи;1,24;31,0;calculated;0,21;6,79;0,0
2346409;Клубника, сырая;Фрукты;0,64;16,0;calculated;0,22;7,96;0,0
2346410;Малина, сырая;Фрукты;1,01;25,2;calculated;0,19;12,90;0,0
2346411;Черника, сырая;Фрукты;0,70;17,6;calculated;0,31;14,60;0,0
2346412;Виноград красный, без косточек, сырой;Фрукты;0,91;22,9;calculated;0,16;20,20;0,0
2346413;Виноград зеленый, без косточек, сырой;Фрукты;0,90;22,5;calculated;0,23;18,60;0,0
2346414;Яблочное пюре несладкое с добавлением витамина С;Фрукты;0,27;6,8;calculated;0,16;12,30;0,0
2512371;Мука, ​​амарант;Крупы и макароны;13,20;396,0;calculated;6,24;68,80;0,0
2512372;Мука, ​​киноа;Крупы и макароны;11,90;357,0;calculated;6,60;69,50;0,0
2512373;Мука, ​​сорго;Крупы и макароны;8,27;248,1;calculated;3,59;77,40;0,0
2512374;Мука, ​​гречневая;Крупы и макароны;8,88;266,4;calculated;2,48;75,00;0,0
2512375;Мука, ​​ржаная;Крупы и макароны;8,40;252,0;calculated;1,91;77,20;0,0
2512376;Мука, ​​ячневая;Крупы и макароны;8,72;261,6;calculated;2,45;77,40;0,0
2512377;Мука, ​​маниока;Крупы и макароны;0,92;27,5;calculated;0,49;87,30;0,0
2512378;Гречка, цельнозерновая;Крупы и макароны;11,10;333,0;calculated;3,04;71,10;0,0
2512379;Просо цельнозерновое;Крупы и макароны;10,00;300,0;calculated;4,19;74,40;0,0
2512380;Рис коричневый длиннозерный необогащенный сырой;Крупы и макароны;7,25;217,5;calculated;3,31;76,70;0,0
2512381;Рис белый длиннозерный необогащенный сырой;Яйца;7,04;352,0;calculated;1,03;80,30;0,0
2514743;Говядина фарш, 90% постного мяса / 10% жира, сырой;Мясо;18,20;910,0;calculated;12,80;0,00;0,0
2514744;Говядина фарш, 80% постного мяса / 20% жира, сырой;Мясо;17,50;875,0;calculated;19,40;0,00;0,0
2514745;Свинина фарш сырая;Мясо;17,80;890,0;calculated;17,50;0,00;0,0
2514746;Курица фарш с добавками, сырой;Мясо;17,90;895,0;calculated;7,16;0,00;0,0
2514747;Индейка, фарш, 93% постного мяса/7% жира, сырая;Мясо;17,30;865,0;calculated;9,59;0,00;0,0
2515373;Орехи, бразильские орехи, сырые;Орехи и семена;15,00;675,0;calculated;57,40;21,60;0,0
2515374;Орехи, кешью, сырые;Орехи и семена;17,40;783,0;calculated;38,90;36,30;0,0
2515375;Орехи, фундук или фундук, сырые;Орехи и семена;13,50;607,5;calculated;53,50;26,50;0,0
2515376;Арахис сырой;Бобовые;23,20;1044,0;calculated;43,30;26,50;0,0
2515377;Мука, ​​каштановая;Орехи и семена;5,29;238,1;calculated;4,64;80,50;0,0
2515378;Орехи, орехи макадамия, сырые;Орехи и семена;7,79;350,6;calculated;64,90;24,10;0,0
2515379;Орехи, фисташки, сырые;Орехи и семена;20,50;922,5;calculated;45,00;27,70;0,0
2515380;Семена тыквы (пепиты), сырые;Орехи и семена;29,90;1345,5;calculated;40,00;18,70;0,0
2515381;Семена, семя подсолнечника, ядро, сырое;Орехи и семена;18,90;850,5;calculated;48,40;24,50;0,0
2515382;Мука, ​​кокос.;Орехи и семена;16,10;724,5;calculated;15,30;58,90;0,0
2644281;Фасоль, каннеллини, сухая;Бобовые;21,60;972,0;calculated;2,20;59,80;0,0
2644282;Нут (фасоль гарбанзо, бенгальский грамм), сухой;Бобовые;21,30;958,5;calculated;6,27;60,40;0,0
2644283;Чечевица, сухая;Бобовые;23,60;1062,0;calculated;1,92;62,20;0,0
2644284;Черный горошек, сухой;Сладости;21,20;636,0;calculated;2,42;61,80;0,0
2644285;Фасоль черная, консервированная, с добавлением натрия, слить воду и промыть.;Бобовые;6,91;310,9;calculated;1,27;19,80;0,0
2644286;Фасоль темно-синяя, консервированная, с добавлением натрия, слить воду и промыть.;Бобовые;6,57;295,7;calculated;1,40;20,00;0,0
2644287;Фасоль, каннеллини, консервированные, с добавлением натрия, слить воду и промыть.;Бобовые;7,41;333,4;calculated;1,17;18,80;0,0
2644288;Нут (фасоль гарбанзо, бенгальский грамм), консервированный, с добавлением натрия, осушенный и промытый;Бобовые;7,02;315,9;calculated;3,10;20,30;0,0
2644289;Фасоль, почки, темно-красная, консервированная, с добавлением натрия и сахара, слить воду и промыть.;Мясо;7,80;390,0;calculated;1,26;21,00;0,0
2644290;Фасоль, почки, светло-красная, консервированная, с добавлением натрия и сахара, слить воду и промыть.;Мясо;7,31;365,5;calculated;1,30;21,40;0,0
2644291;Горошек зеленый, сладкий, консервированный, с добавлением натрия и сахара, слить воду и промыть.;Бобовые;4,73;212,9;calculated;1,15;12,70;0,0
2644292;Фасоль пинто, консервированная, с добавлением натрия, слить воду и промыть.;Бобовые;6,69;301,1;calculated;1,27;19,60;0,0
2644293;Горох черноглазый, консервированный, с добавлением натрия, слить воду и промыть.;Сладости;6,92;207,6;calculated;1,30;19,20;0,0
2644294;Фасоль большая северная, консервированная, с добавлением натрия, слить воду и промыть.;Бобовые;7,03;316,4;calculated;1,27;19,30;0,0
2646168;Свинина, корейка, бескостная, сырая;Мясо;21,10;1055,0;calculated;9,47;0,00;0,0
2646169;Свинина, корейка, вырезка, бескостная, сырая;Мясо;21,60;1080,0;calculated;3,90;0,00;0,0
2646170;Курица, грудка, без костей, без кожи, сырая;Мясо;22,50;1125,0;calculated;1,93;0,00;0,0
2646171;Курица, бедра, без костей и кожи, сырые;Мясо;18,60;930,0;calculated;7,92;0,00;0,0
2646172;Говядина, рибай, стейк, без костей, отборный, сырой;Мясо;18,70;935,0;calculated;20,00;0,00;0,0
2646173;Говядина, круглая, круглая, без костей, отборная, сырая;Мясо;21,50;1075,0;calculated;5,70;0,85;0,0
2646174;Говядина, окорок, жаркое, бескостное, отборное, сырое;Мясо;18,40;920,0;calculated;17,80;0,00;0,0
2646175;Говядина, пашина, стейк, без костей, отборный, сырой;Мясо;20,10;1005,0;calculated;9,40;0,00;0,0
